area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg,annual_avg_estabs_prop,annual_avg_emplvl_prop,total_annual_wages_prop,taxable_annual_wages_prop,annual_contributions_prop,avg_annual_pay_prop,annual_avg_wkly_wage_prop,industry_code_name,own_code_name,agglvl_code_name,size_code_name,county_name
39041,3,1021,73,0,2018,A,0,3,33,2197662,0,0,1276.3321006529284,66595.81818181818,0,0.46,0.1,0.1,0,0,1.03,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000549853,0.0003727,0.000448588,0,0,1.2036160771238917,1.2036160771238915,"Trade, transportation, and utilities",Local Government,"County, by Supersector -- by ownership sector",All establishment sizes,Delaware County
39041,3,1022,73,0,2018,A,0,3,131,3038250,0,0,444.49711257923536,23192.748091603054,0,1.08,1.65,1.2,0,0,0.73,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000549853,0.001479507,0.000620169,0,0,0.4191729336446417,0.41917293364464164,Information,Local Government,"County, by Supersector -- by ownership sector",All establishment sizes,Delaware County
39041,3,1024,73,0,2018,A,0,6,86,4394697,0,0,979.3709531306931,51101.12790697674,0,2.5,1.49,1.49,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001099707,0.000971279,0.000897048,0,0,0.9235735934661709,0.9235735934661709,Professional and business services,Local Government,"County, by Supersector -- by ownership sector",All establishment sizes,Delaware County
39041,3,1025,73,0,2018,A,0,57,5097,283057270,24007,408,1064.3302688609506,55534.09260349225,0,1.43,0.97,1.14,0.01,0.02,1.17,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010447214076246334,0.057565251,0.057777813448982716,2.7215993730900653e-05,2.369130920903835e-05,1.0036925517389204,1.0036925517389204,Education and health services,Local Government,"County, by Supersector -- by ownership sector",All establishment sizes,Delaware County
39041,3,1026,73,0,2018,A,N,3,0,0,0,0,0,0,N,1.18,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000549853,0,0,0,0,0,0,Leisure and hospitality,Local Government,"County, by Supersector -- by ownership sector",All establishment sizes,Delaware County
39041,3,1027,73,0,2018,A,0,3,12,400594,0,0,639.7936531,33382.833333333336,0,2.58,0.61,0.47,0,0,0.79,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000549853,0.000135527,8.176947866692059e-05,0,0,0.6033429124670959,0.6033429124670958,Other services,Local Government,"County, by Supersector -- by ownership sector",All establishment sizes,Delaware County
39041,3,1028,73,0,2018,A,0,48,1739,93076826,145112,3773,1025.7906030221682,53523.18918918919,0,1.4,0.7,0.67,0.03,0.09,0.96,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008797654,0.019640174830308436,0.018998895485183704,0.000164509,0.000219087,0.9673485928376196,0.9673485928376195,Public administration,Local Government,"County, by Supersector -- by ownership sector",All establishment sizes,Delaware County
39041,5,10,71,0,2018,A,0,5303,80475,4463469815,881922501,17217324,1062.9879710940215,55464.05486175831,0,1,1.07,1.07,1.02,1.01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9719574780058651,0.9088804309770394,0.9110860367805971,0.9998082750179624,0.9997572221475417,1.0024267282344133,1.0024267282344133,"Total, all industries",Private,"County, Total -- by ownership sector",All establishment sizes,Delaware County
39041,5,1011,73,0,2018,A,0,27,317,13534336,3519113,107298,818.2658472724216,42695.066246056784,0,0.36,0.27,0.2,0.2,0.22,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00494868,0.003580181,0.002762636,0.00398951,0.006230466,0.771647073,0.7716470726033289,Natural resources and mining,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Delaware County
39041,5,1012,73,0,2018,A,0,410,3535,223895133,48538768,1921569,1213.8694128145028,63336.671287128716,0,0.93,0.81,0.84,0.74,0.86,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075146628,0.039924105,0.045701604,0.055026901,0.11157962094485935,1.144712054209918,1.144712054209918,Construction,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Delaware County
39041,5,1013,73,0,2018,A,0,150,6115,400363975,71110056,1448832,1254.802179474718,65472.44071954211,0,0.78,0.8,0.79,0.71,0.69,0.99,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027492669,0.069062489,0.081722526,0.080615272,0.084129233,1.1833127726343724,1.1833127726343724,Manufacturing,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Delaware County
39041,5,1021,73,0,2018,A,0,1102,17008,641270118,175040563,2467856,722.6108681862552,37704.02857478833,0,1.05,1.02,0.84,0.9,0.78,0.82,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20197947214076245,0.19208746033000915,0.13089642688990513,0.19843807494736204,0.1433008323024033,0.6814418112719232,0.681441811,"Trade, transportation, and utilities",Private,"County, by Supersector -- by ownership sector",All establishment sizes,Delaware County
39041,5,1022,73,0,2018,A,0,98,567,42706747,6142002,165663,1443.5444673701904,75320.54144620811,0,1.04,0.33,0.23,0.26,0.3,0.69,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017961876832844576,0.006403668,0.008717326,0.006962998,0.009619543,1.3613019120032892,1.3613019120032892,Information,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Delaware County
39041,5,1023,73,0,2018,A,0,576,6846,584443683,75230209,1630892,1636.1477043720554,85370.09684487293,0,1.18,1.38,1.28,1.17,1.44,0.92,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10557184750733138,0.077318365,0.1192969821542135,0.085286162,0.094700899,1.5429320319720314,1.5429320319720312,Financial activities,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Delaware County
39041,5,1024,73,0,2018,A,0,1298,19989,1767290989,273912032,6114698,1694.4693919253211,88413.17669718344,0,1.29,1.58,1.92,1.59,1.62,1.22,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23790322580645162,0.22575471804659883,0.3607404574788352,0.3105256027712858,0.35506176724972643,1.597930978365526,1.597930978365526,Professional and business services,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Delaware County
39041,5,1025,73,0,2018,A,0,632,9455,427546114,81671791,1351887,866.6388693092703,45219.049603384454,0,0.68,0.69,0.64,0.83,0.86,0.93,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1158357771260997,0.10678427430739866,0.08727096,0.092588785,0.078499934,0.817264155,0.8172641553303359,Education and health services,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Delaware County
39041,5,1026,73,0,2018,A,0,571,13779,268629087,123431192,1658054,373.6388865,19495.543000217724,0,1.22,1.4,1.18,1.27,1.05,0.84,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10465542521994135,0.1556193036151926,0.054832724,0.1399301265326611,0.096278113,0.35235168855885607,0.35235168855885607,Leisure and hospitality,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Delaware County
39041,5,1027,73,0,2018,A,0,436,2858,93688471,23260317,348781,628.2618084585645,32781.13051084675,0,0.93,1.05,0.92,0.83,0.72,0.88,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079912023,0.032278102,0.019123745,0.026369502,0.020252643424601972,0.5924680676109454,0.5924680676109454,Other services,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Delaware County
39041,5,1029,73,0,2018,A,0,4,6,101162,66458,1794,323.1341734144666,16860.333333333332,0,0.05,0.08,0.02,0.05,0.05,0.29,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000733138,6.776368544097218e-05,2.064924587213743e-05,7.534138007115406e-05,0.000104172,0.3047243628761107,0.3047243628761107,Unclassified,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Delaware County
39045,0,10,70,0,2018,A,0,2994,43855,1686545089,365728841,6793549,737.0476642897296,38457.30450347737,0,1,1,1,1,1,1,1,0,-2462,-45.12463343,-44688,-50.47039292,-3212520021,-65.57414423,-516362779,-58.53845194,-10427956,-60.55194363,-323.3669687,-30.49438952,-16872.48001,-30.49438952,1,1,1,1,1,1,1,"Total, all industries",Total Covered,"County, Total Covered",All establishment sizes,Fairfield County
39045,1,10,71,0,2018,A,0,23,237,14943403,0,0,1208.4199766821587,63052.333333333336,0,1.3,0.28,0.32,0,0,1.12,1.12,0,8,53.333333333333336,-1,-0.420168067,-47650,-0.317856257,0,0,0,0,1.2402987163914077,0.10274350529835374,64.71568627451052,0.10274350529835032,0.007682031,0.005404173,0.008860364,0,0,1.6395411521270828,1.6395411521270828,"Total, all industries",Federal Government,"County, Total -- by ownership sector",All establishment sizes,Fairfield County
39045,1,1021,73,0,2018,A,0,13,164,9044160,0,0,1056.9175808187576,55147.31707317073,0,1.45,0.81,1.06,0,0,1.31,1.31,0,4,44.44444444444444,-26,-13.68421053,-2060433,-18.55478179,0,0,0,0,-63.20558177,-5.642735003,-3297.909243,-5.642735003,0.004342017,0.003739596,0.005362537,0,0,1.4339881014849656,1.4339881014849656,"Trade, transportation, and utilities",Federal Government,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,1,1025,73,0,2018,A,0,1,31,2660430,0,0,1644.776437748937,85820.32258064517,0,2.44,0.25,0.39,0,0,1.59,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000334001,0.000706875,0.001577444,0,0,2.2315740452606385,2.2315740452606385,Education and health services,Federal Government,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,1,1028,73,0,2018,A,0,9,42,3238813,0,0,1477.9281345042448,77114.59523809524,0,1.28,0.09,0.11,0,0,1.22,1.22,0,4,80,6,16.666666666666664,32602,1.0168388792877325,0,0,0,0,-228.9650027,-13.4141381,-11946.82143,-13.4141381,0.003006012,0.000957702,0.001920383,0,0,2.005200214464392,2.005200214464392,Public administration,Federal Government,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,2,10,71,0,2018,A,0,18,750,42612098,0,0,1088.900975835689,56816.130666666664,0,0.86,0.54,0.75,0,0,1.39,1.39,0,5,38.46153846153847,391,108.91364902506963,19522075,84.54766372471781,0,0,0,0,-143.7685237,-11.66318496,-7501.482147,-11.66318496,0.006012024,0.017101813,0.025265911,0,0,1.4773820318459725,1.4773820318459725,"Total, all industries",State Government,"County, Total -- by ownership sector",All establishment sizes,Fairfield County
39045,2,1025,73,0,2018,A,N,6,0,0,0,0,0,0,N,1.36,0,0,0,0,0,0,N,2,50,-48,-100,-2591238,-100,0,0,0,0,0,0,0,0,0.002004008,0,0,0,0,0,0,Education and health services,State Government,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,2,1028,73,0,2018,A,N,12,0,0,0,0,0,0,N,0.81,0,0,0,0,0,0,N,3,33.33333333333333,-311,-100,-20498785,-100,0,0,0,0,0,0,0,0,0.004008016,0,0,0,0,0,0,Public administration,State Government,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,3,10,71,0,2018,A,0,136,5725,265003233,0,0,887.1405169497217,46288.774323144105,0,2.67,1.35,1.8,0,0,1.34,1.34,0,11,8.799999999999999,-1747,-23.38062099,-132510986,-33.33490468,-169119,-100,-4181,-100,-132.465848,-12.99186162,-6911.736785,-12.99186162,0.045424182,0.13054383764679056,0.15712786733565948,0,0,1.2036406326646893,1.2036406326646893,"Total, all industries",Local Government,"County, Total -- by ownership sector",All establishment sizes,Fairfield County
39045,3,1012,73,0,2018,A,0,4,81,3824149,0,0,904.8290172848971,47211.71604938272,0,3.11,2.56,3.43,0,0,1.33,1.33,0,2,100,81,0,3824149,0,0,0,0,0,0,0,0,0,0.001336005,0.001846996,0.002267445,0,0,1.2276397594405963,1.2276397594405963,Construction,Local Government,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,3,1021,73,0,2018,A,0,6,91,4986445,0,0,1050.1863619586775,54796.0989,0,1.67,0.56,0.68,0,0,1.23,1.23,0,3,100,58,175.75757575757575,2788783,126.8977213056421,0,0,0,0,-226.1457387,-17.71840876,-11799.71928,-17.71840876,0.002004008,0.00207502,0.002956603,0,0,1.4248554236593507,1.4248554236593507,"Trade, transportation, and utilities",Local Government,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,3,1022,73,0,2018,A,0,4,104,3723877,0,0,686.2442550023404,35806.50961538462,0,2.63,2.64,4.27,0,0,1.62,1.62,0,1,33.33333333333333,-27,-20.61068702,685627,22.56651032666831,0,0,0,0,241.74714242310506,54.38666204609183,12613.761523781563,54.386662046091814,0.001336005,0.002371451,0.002207991,0,0,0.9310717450867347,0.9310717450867348,Information,Local Government,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,3,1024,73,0,2018,A,0,5,60,3058231,0,0,976.8677431204383,50970.51666666667,0,3.79,2.1,3.02,0,0,1.42,1.43,0,-1,-16.66666667,-26,-30.23255814,-1336466,-30.41087929,0,0,0,0,-2.50321001,-0.255593655,-130.6112403,-0.255593655,0.001670007,0.001368145,0.001813311,0,0,1.3253793349468328,1.3253793349468328,Professional and business services,Local Government,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,3,1025,73,0,2018,A,0,49,4011,188685341,0,0,901.5757718,47041.96983295936,0,2.24,1.54,2.2,0,0,1.43,1.43,0,-8,-14.03508772,-1086,-21.30665097,-94371929,-33.3402244,-24007,-100,-408,-100,-162.7544971,-15.29172869,-8492.122771,-15.29172869,0.016366065464261857,0.091460495,0.11187684351319468,0,0,1.2232258719200082,1.2232258719200082,Education and health services,Local Government,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,3,1026,73,0,2018,A,N,2,0,0,0,0,0,0,N,1.43,0,0,0,0,0,0,N,-1,-33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0.000668003,0,0,0,0,0,0,Leisure and hospitality,Local Government,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,3,1027,73,0,2018,A,N,1,0,0,0,0,0,0,N,1.57,0,0,0,0,0,0,N,-2,-66.66666667,-12,-100,-400594,-100,0,0,0,0,0,0,0,0,0.000334001,0,0,0,0,0,0,Other services,Local Government,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,3,1028,73,0,2018,A,0,65,1357,60029977,0,0,847.8227432598472,44237.27118644068,0,3.46,1.1,1.26,0,0,1.15,1.15,0,17,35.41666666666667,-382,-21.9666475,-33046849,-35.50491612,-145112,-100,-3773,-100,-177.9678598,-17.34933614,-9285.918003,-17.34933614,0.021710087,0.03094288,0.035593461088901844,0,0,1.1502956787426608,1.1502956787426608,Public administration,Local Government,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,5,10,71,0,2018,A,0,2817,37144,1363986355,365728841,6793549,703.7818918678252,36721.57966293345,0,0.97,0.99,0.95,1.02,1.01,0.95,0.96,0,-2486,-46.87912502,-43331,-53.84405095,-3099483460,-69.44112066,-516193660,-58.5305012,-10423775,-60.54236419,-359.2060792,-33.79211139,-18742.4752,-33.79211139,0.9408817635270541,0.8469729791357884,0.8087458579650224,1,1,0.9548661856842574,0.9548661856842574,"Total, all industries",Private,"County, Total -- by ownership sector",All establishment sizes,Fairfield County
39045,5,1011,73,0,2018,A,0,25,85,2345155,846862,14913,528.7731076331639,27590.058823529413,0,0.6,0.15,0.1,0.12,0.08,0.69,0.69,0,-2,-7.407407407,-232,-73.18611987,-11189181,-82.67255224,-2672251,-75.93535644,-92385,-86.10132528,-289.4927396,-35.37881247,-15105.00742,-35.37881247,0.008350033,0.001938205,0.001390508,0.002315546,0.002195171,0.7174205051483699,0.7174205051483699,Natural resources and mining,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,5,1012,73,0,2018,A,0,333,2369,120102052,29762501,1215833,971.6326500934937,50697.36260025327,0,1.37,1.09,1.31,1.09,1.39,1.2,1.2,0,-77,-18.7804878,-1166,-32.9844413,-103793081,-46.35789962,-18776267,-38.68303167,-705736,-36.72707043,-242.2367627,-19.95575143,-12639.30869,-19.95575143,0.11122244488977956,0.054018926,0.071211883,0.0813786,0.178968754,1.3182765473245568,1.3182765473245566,Construction,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,5,1013,73,0,2018,A,0,112,4106,216037663,46630838,1239024,1008.3870480048352,52615.11519727229,0,1.07,1.08,1.24,1.12,1.49,1.14,1.14,0,-38,-25.33333333,-2009,-32.85363859,-184326312,-46.03968476,-24479218,-34.42441108,-209808,-14.48118208,-246.4151315,-19.63776725,-12857.32552,-19.63776725,0.03740815,0.093626724,0.12809480422968994,0.1275011231613533,0.18238243368819448,1.368143604357782,1.368143604357782,Manufacturing,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,5,1021,73,0,2018,A,0,624,8696,284499556,86584537,1309938,627.0162483,32716.140294388224,0,1.08,1.06,1.08,1.07,1.05,1.02,1.02,0,-478,-43.37568058,-8312,-48.87111947,-356770562,-55.63498937,-88456026,-50.53458723,-1157918,-46.91999857,-95.59461991,-13.22905925,-4987.88828,-13.22905925,0.20841683366733466,0.1982898187207844,0.16868778537589396,0.23674517099404802,0.19282086579488866,0.8507132966490145,0.8507132966490146,"Trade, transportation, and utilities",Private,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,5,1022,73,0,2018,A,0,35,265,10245749,2445389,53468,740.9937956702584,38663.20377358491,0,0.68,0.31,0.16,0.25,0.25,0.51,0.51,0,-63,-64.28571429,-302,-53.2627866,-32460998,-76.00906246,-3696613,-60.18579935,-112195,-67.72483898,-702.5506717,-48.66844684,-36657.33767,-48.66844684,0.011690047,0.006042641,0.006074993,0.006686344,0.007870408,1.005353970403436,1.0053539704034358,Information,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,5,1023,73,0,2018,A,0,304,1174,56718601,11308001,176316,925.9214529,48312.26660988075,0,1.14,0.48,0.36,0.42,0.39,0.75,0.75,0,-272,-47.22222222,-5672,-82.85130003,-527725082,-90.29528376,-63922208,-84.96880289,-1454576,-89.1889837,-710.2262514,-43.40844348,-37057.83023,-43.40844348,0.10153640614562458,0.026770037623988142,0.033630053,0.030919084666883024,0.025953444951968403,1.2562572243073429,1.2562572243073429,Financial activities,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,5,1024,73,0,2018,A,0,461,4504,176201796,56041009,1038600,749.7710753522463,39121.18028419183,0,0.84,0.72,0.56,0.78,0.7,0.77,0.78,0,-837,-64.48382126,-15485,-77.46760718,-1591089193,-90.02983679,-217871023,-79.54050847,-5076098,-83.01469672,-944.6983166,-55.75186669,-49291.99641,-55.75186669,0.1539746158984636,0.10270208642116065,0.10447499871140416,0.153231035,0.15288032808771967,1.0172626706235857,1.0172626706235857,Professional and business services,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,5,1025,73,0,2018,A,0,370,7644,342788730,56603280,729362,859.4539064,44844.156200941914,0,0.73,1.13,1.49,1.38,1.18,1.32,1.32,0,-262,-41.4556962,-1811,-19.15388683,-84757384,-19.82415024,-25068511,-30.69420995,-622525,-46.04859726,-7.184962914,-0.829060774,-374.8934024,-0.829060774,0.12358049432197729,0.17430167597765364,0.2032490754239183,0.15476843402678214,0.1073609684717075,1.1660764263103005,1.1660764263103005,Education and health services,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,5,1026,73,0,2018,A,0,326,6835,106610372,62285204,767136,298.93562423045495,15597.713533284565,0,1.27,1.41,1.36,1.54,1.23,0.96,0.96,0,-245,-42.90718039,-6944,-50.39552943,-162018715,-60.31316892,-61145988,-49.53852183,-890918,-53.73274936,-74.70326227,-19.99343884,-3897.829467,-19.99343884,0.10888443553774214,0.1558545205791814,0.063212287,0.1703043266418248,0.112921243,0.40558519986428576,0.4055851998642857,Leisure and hospitality,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,5,1027,73,0,2018,A,0,225,1457,48151450,13050940,244606,633.3832165144801,33048.35277968428,0,0.88,1.08,1.38,1.13,1.28,1.28,1.28,0,-211,-48.39449541,-1401,-49.02029391,-45537021,-48.60472213,-10209377,-43.89182228,-104175,-29.86831278,5.121408055915595,0.8151709982946329,267.2222688375332,0.8151709982946245,0.075150301,0.033223122,0.028550348469219018,0.035684744,0.036005628,0.8593517722152367,0.8593517722152368,Other services,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39045,5,1029,73,0,2018,A,0,5,10,285231,170280,4353,546.6551674572372,28523.1,0,0.11,0.26,0.19,0.32,0.33,0.76,0.76,0,1,25,4,66.66666666666666,184069,181.95468654237757,103822,156.22197478106474,2559,142.64214046822744,223.5209940427706,69.17281192542653,11662.766666666666,69.17281192542654,0.001670007,0.000228024,0.000169121,0.000465591,0.000640755,0.7416822465396892,0.7416822465396891,Unclassified,Private,"County, by Supersector -- by ownership sector",All establishment sizes,Fairfield County
39047,0,10,70,0,2018,A,0,653,11541,413496061,106350390,2170019,686.6646165339513,35828.44302920024,0,1,1,1,1,1,1,1,0,-2341,-78.18971276,-32314,-73.68373048,-1273049028,-75.48265601,-259378451,-70.92097257,-4623530,-68.05765293,-50.38304776,-6.835792337,-2628.861474,-6.835792337,1,1,1,1,1,1,1,"Total, all industries",Total Covered,"County, Total Covered",All establishment sizes,Fayette County
39047,1,10,71,0,2018,A,0,7,49,2595836,0,0,1015.3082247704314,52976.244897959186,0,1.82,0.22,0.22,0,0,1.01,1.01,0,-16,-69.56521739,-188,-79.32489451,-12347567,-82.62888313,0,0,0,0,-193.1117519,-15.98051635,-10076.08844,-15.98051635,0.010719754977029096,0.004245733,0.006277777,0,0,1.478608625409244,1.478608625409244,"Total, all industries",Federal Government,"County, Total -- by ownership sector",All establishment sizes,Fayette County
